image_path,html_file,status,error_message
newdata\img\Operating System代写：CSC360 FAT File System\100_000-files_5-bytes_each_--_400_megs_of_slack_space.png,Operating System代写：CSC360 FAT File System.html,0,HTTP 403
newdata\img\Operating System代写：CSCE451 Implementation of Monitor\Semaphore.png,Operating System代写：CSCE451 Implementation of Monitor.html,1,
newdata\img\Operating System代写：CSE330 TCB\220px-Linux_API_and_Linux_ABI.svg.png,Operating System代写：CSE330 TCB.html,0,HTTP 403
newdata\img\Operating System代写：CSE403 A Concurrent KeyValue Store\Example-Concurrency.png,Operating System代写：CSE403 A Concurrent KeyValue Store.html,0,HTTP 403
newdata\img\OS代写：CS15213 Writing A Caching Web Proxy\Lruexample.png,OS代写：CS15213 Writing A Caching Web Proxy.html,1,
newdata\img\OS代写：CS213 Writing A Dynamic Storage Allocator\450px-External_Fragmentation.svg.png,OS代写：CS213 Writing A Dynamic Storage Allocator.html,0,HTTP 403
newdata\img\OS代写：CSC369 Cooperative User Level Threads\220px-Multithreaded_process.svg.png,OS代写：CSC369 Cooperative User Level Threads.html,1,
newdata\img\OS代写：CSE536 User Level Thread Management\tutorialwing-os-user-thread.png,OS代写：CSE536 User Level Thread Management.html,1,
newdata\img\Parallel Computing代写：FIT3143 Research In Parallel and Distributed Computing\data_parallel_model.gif,Parallel Computing代写：FIT3143 Research In Parallel and Distributed Computing.html,1,
newdata\img\PHP代写：CSE383 PHP\220px-DVD_Rental_Query.png,PHP代写：CSE383 PHP.html,0,HTTP 403
newdata\img\PostgreSQL代写：COMP9311 SQL Question\postgresql-card.png,PostgreSQL代写：COMP9311 SQL Question.html,1,
"newdata\img\PostgreSQL代写：COMP9311 SQL, Views, PLpgSQL, Functions\20180821105420608.jpg","PostgreSQL代写：COMP9311 SQL, Views, PLpgSQL, Functions.html",1,
newdata\img\PostgreSQL代写：CS158 Database Design\220px-Postgresql_elephant.svg.png,PostgreSQL代写：CS158 Database Design.html,0,HTTP 403
newdata\img\Python代写：CCPS109 Problems 1\250px-Python_logo_and_wordmark.svg.png,Python代写：CCPS109 Problems 1.html,1,
newdata\img\Python代写：CCPS109 Problems 2\250px-Python_logo_and_wordmark.svg.png,Python代写：CCPS109 Problems 2.html,1,
newdata\img\Python代写：CCPS109 Problems 3\250px-Python_logo_and_wordmark.svg.png,Python代写：CCPS109 Problems 3.html,1,
newdata\img\Python代写：CCPS109 Problems 4\250px-Python_logo_and_wordmark.svg.png,Python代写：CCPS109 Problems 4.html,1,
newdata\img\Python代写：CCPS109 Problems 5\250px-Python_logo_and_wordmark.svg.png,Python代写：CCPS109 Problems 5.html,1,
newdata\img\Python代写：CCPS109 Problems 6\250px-Python_logo_and_wordmark.svg.png,Python代写：CCPS109 Problems 6.html,1,
newdata\img\Python代写：CCPS109 Problems 7\250px-Python_logo_and_wordmark.svg.png,Python代写：CCPS109 Problems 7.html,1,
newdata\img\Python代写：CCPS109 Problems 8\250px-Python_logo_and_wordmark.svg.png,Python代写：CCPS109 Problems 8.html,1,
newdata\img\Python代写：CCPS109 Problems 9\250px-Python_logo_and_wordmark.svg.png,Python代写：CCPS109 Problems 9.html,1,
newdata\img\Python代写：CMPS2200 Searching Unsorted Lists\220px-Sorting_stability_playing_cards.svg.png,Python代写：CMPS2200 Searching Unsorted Lists.html,0,HTTP 403
newdata\img\Python代写：COM000051 Closures\python_closure_tutorial.jpg,Python代写：COM000051 Closures.html,1,
newdata\img\Python代写：COMP0037 Path Planning in a Known World\280px-Greedy_algorithm_36_cents.svg.png,Python代写：COMP0037 Path Planning in a Known World.html,0,HTTP 403
newdata\img\Python代写：COMP1011 Tic-Tac-Toe Game System Design\330px-Tictactoe-X.svg.png,Python代写：COMP1011 Tic-Tac-Toe Game System Design.html,0,HTTP 403
newdata\img\Python代写：COMP1026 Sentiment Analysis\220px-Tripletsnew2012.png,Python代写：COMP1026 Sentiment Analysis.html,0,HTTP 403
newdata\img\Python代写：COMP20003 Python Libraries\Python.png,Python代写：COMP20003 Python Libraries.html,1,
newdata\img\Python代写：COMP219 Train Deep Learning Agents\220px-AI-ML-DL.png,Python代写：COMP219 Train Deep Learning Agents.html,0,HTTP 403
newdata\img\Python代写：COMP221 Image Processing with Matrix Operations\The-process-of-the-edge-detection-based-on-IRKT-where-a-is-the-convolution-between_Q320.jpg,Python代写：COMP221 Image Processing with Matrix Operations.html,0,HTTP 403
newdata\img\Python代写：COMP221 Linear Equations Using Matrix\Solving-Systems-of-Linear-Equations-Using-Matrices-11.jpg,Python代写：COMP221 Linear Equations Using Matrix.html,1,
newdata\img\Python代写：COMP26 Hill Climbers\260px-Hill_climb.png,Python代写：COMP26 Hill Climbers.html,0,HTTP 403
newdata\img\Python代写：COMP2990 Simple Fraction\equivalent_fractions_simplest_form.jpg,Python代写：COMP2990 Simple Fraction.html,1,
newdata\img\Python代写：COMP3006 Reliable Data Transmission\250px-Tcp_state_diagram_fixed_new.svg.png,Python代写：COMP3006 Reliable Data Transmission.html,1,
newdata\img\Python代写：COMP3016 Fixed Sorting Network\Merge-sort-algorithm-flow.png,Python代写：COMP3016 Fixed Sorting Network.html,1,
newdata\img\Python代写：COMP4100 K-Nearest Neighbor For Binary Classification\220px-KnnClassification.svg.png,Python代写：COMP4100 K-Nearest Neighbor For Binary Classification.html,0,HTTP 403
newdata\img\Python代写：COMP414 Polynomial\220px-Polynomialdeg3.svg.png,Python代写：COMP414 Polynomial.html,0,HTTP 403
newdata\img\Python代写：COMP4173 Randomized Response\300px-KS_Example.png,Python代写：COMP4173 Randomized Response.html,0,HTTP 403
newdata\img\Python代写：COMP5249 Client-Server\prog-a11.png,Python代写：COMP5249 Client-Server.html,1,
newdata\img\Python代写：COMP9012 Flow Puzzle\Illustration-of-Dijkstras-algorithm_Q320.jpg,Python代写：COMP9012 Flow Puzzle.html,0,HTTP 403
newdata\img\Python代写：COMP9021 Analyse Maze\maze-02.jpg,Python代写：COMP9021 Analyse Maze.html,0,"HTTPConnectionPool(host='127.0.0.1', port=10809): Read timed out. (read timeout=10)"
newdata\img\Python代写：COMP9102 COVID-19\250px-Fphar-11-00937-g001.jpg,Python代写：COMP9102 COVID-19.html,1,
newdata\img\Python代写：COMP9162 Visualization Tool\250px-Minard%27s_Map_%28vectorized%29.svg.png,Python代写：COMP9162 Visualization Tool.html,1,
newdata\img\Python代写：CP372 Implementing A Simple Reliable Transport Protocol\250px-Tcp_state_diagram_fixed_new.svg.png,Python代写：CP372 Implementing A Simple Reliable Transport Protocol.html,1,
newdata\img\Python代写：CPSC231 Charting Expressions\220px-Turtle-animation.gif,Python代写：CPSC231 Charting Expressions.html,0,HTTP 403
newdata\img\Python代写：CS0011 Nutrient Uptake Simulation\nutrient_uptake_ss2.gif,Python代写：CS0011 Nutrient Uptake Simulation.html,1,
newdata\img\Python代写：CS0011 Nutrients Simulation\Nutrients-uptake-simulation-in-the-chromatophore-model-iCV265-Metabolites-that-cannot_Q320.jpg,Python代写：CS0011 Nutrients Simulation.html,0,HTTP 403
newdata\img\Python代写：CS001X Cryptography\letter-plaintext-table-Vigenere-cipher-intersection-row.jpg,Python代写：CS001X Cryptography.html,1,
newdata\img\Python代写：CS001X Crytography Part2\letter-plaintext-table-Vigenere-cipher-intersection-row.jpg,Python代写：CS001X Crytography Part2.html,1,
newdata\img\Python代写：CS106 XML and Text Comparison\200px-XML.svg.png,Python代写：CS106 XML and Text Comparison.html,0,HTTP 403
newdata\img\Python代写：CS1110 Images\220px-Instagram_versione_%28santa_fiora%2C_peschiera%29.jpg,Python代写：CS1110 Images.html,0,HTTP 403
newdata\img\Python代写：CS113 Recursive and Time\220px-Tower_of_Hanoi.jpeg,Python代写：CS113 Recursive and Time.html,0,HTTP 403
newdata\img\Python代写：CS120 Social Networks\220px-Social_Red.jpg,Python代写：CS120 Social Networks.html,0,HTTP 403
newdata\img\Python代写：CS230 Data Driven Application\300px-Pandas_logo.svg.png,Python代写：CS230 Data Driven Application.html,0,HTTP 403
newdata\img\Python代写：CS271 Finding Shortest Solution Paths for Maze\1*hJnitCZsrr7RUJjiLOeX1g.jpeg,Python代写：CS271 Finding Shortest Solution Paths for Maze.html,0,[Errno 22] Invalid argument: 'newdata/img\\Python代写：CS271 Finding Shortest Solution Paths for Maze\\1*hJnitCZsrr7RUJjiLOeX1g.jpeg'
newdata\img\Python代写：CS302 CSP Battleship\electronic-battleship-4.jpg,Python代写：CS302 CSP Battleship.html,1,
newdata\img\Python代写：CS3124 Sudoku\250px-Sudoku_Puzzle_by_L2G-20050714_solution_standardized_layout.svg.png,Python代写：CS3124 Sudoku.html,1,
newdata\img\Python代写：CS313 Metaprogramming\Relationship-between-structural-and-process-concepts-of-metaprogramming_Q320.jpg,Python代写：CS313 Metaprogramming.html,0,HTTP 403
newdata\img\Python代写：CS3134 Raw Data of Camera Sensor\345px-Cromemco_Cyclops_Camera_Board_1.jpg,Python代写：CS3134 Raw Data of Camera Sensor.html,0,HTTP 403
newdata\img\Python代写：CS3176 SRI Model\300px-Malaria.jpg,Python代写：CS3176 SRI Model.html,0,HTTP 403
newdata\img\Python代写：CS345 Blockchain\252px-Bitcoin_logo.svg.png,Python代写：CS345 Blockchain.html,1,
newdata\img\Python代写：CS362 Bayer Pattern\350px-Bayer_pattern_on_sensor.svg.png,Python代写：CS362 Bayer Pattern.html,1,
newdata\img\Python代写：CS411 AVL Trees\220px-AVL_Tree_Example.gif,Python代写：CS411 AVL Trees.html,0,HTTP 403
newdata\img\Python代写：CS420 Network Internship\220px-Hardware_Virtualization_%28copy%29.svg.png,Python代写：CS420 Network Internship.html,0,HTTP 403
newdata\img\Python代写：CS420 WSNn Project\IoT_ls.jpg,Python代写：CS420 WSNn Project.html,0,HTTP 404
newdata\img\Python代写：CS457 GA and ACO\220px-St_5-xband-antenna.jpg,Python代写：CS457 GA and ACO.html,0,HTTP 403
newdata\img\Python代写：CS5001 MasterMind\f7c7ebdf-ec28-4769-94bc-8a67bef3b025_1.f886599c866ab541a7341e6fe77c5196.jpeg,Python代写：CS5001 MasterMind.html,1,
newdata\img\Python代写：CS524983 Primary-Backup Service\fault-tolerance-example-300x202.jpg,Python代写：CS524983 Primary-Backup Service.html,1,
newdata\img\Python代写：CS602 Order Summary Matrix\300px-MatrixMultiplication.png,Python代写：CS602 Order Summary Matrix.html,0,HTTP 403
newdata\img\Python代写：CS6035 Machine Learning on CLAMP\Pandas_python.png,Python代写：CS6035 Machine Learning on CLAMP.html,1,
newdata\img\Python代写：CS7034 Frieze\220px-Ornate_molding_frieze_at_Hoysaleshwara_temple%2C_Halebidu.jpg,Python代写：CS7034 Frieze.html,0,HTTP 403
newdata\img\Python代写：CS7638 Problem Set\68747470733a2f2f73332e616d617a6f6e6177732e636f6d2f636f6e64612d6465762f636f6e64615f6c6f676f2e737667,Python代写：CS7638 Problem Set.html,0,HTTP 403
newdata\img\Python代写：CS7638 Warehouse AI\AStarPart1.jpg,Python代写：CS7638 Warehouse AI.html,1,
newdata\img\Python代写：CSC108 Phrase Puzzler\220px-Set_of_various_puzzles.jpg,Python代写：CSC108 Phrase Puzzler.html,0,HTTP 403
newdata\img\Python代写：CSC108 Rent A Bike\260px-BikeShareToronto_Temperance_St_at_Cloud_Gardens.JPG,Python代写：CSC108 Rent A Bike.html,0,HTTP 403
newdata\img\Python代写：CSC108H Bob's Compatibility Calculator\Love-Compatibility-asknow.gif,Python代写：CSC108H Bob's Compatibility Calculator.html,1,
newdata\img\Python代写：CSC108H Bridges\260px-Firth_unsplash_2.jpg,Python代写：CSC108H Bridges.html,0,HTTP 403
newdata\img\Python代写：CSC108H Chatbot\2058c200-1b30-11eb-8ad2-4b23436c838e,Python代写：CSC108H Chatbot.html,1,
newdata\img\Python代写：CSC108H Elevation Map Analysis\300px-Topomapcropped.jpg,Python代写：CSC108H Elevation Map Analysis.html,0,HTTP 403
newdata\img\Python代写：CSC108H Exploring the Twitterverse\100px-Twitter_bird_logo_2012.svg.png,Python代写：CSC108H Exploring the Twitterverse.html,0,HTTP 403
newdata\img\Python代写：CSC108H Poetry Forms\175px-Liji2_no_bg.png,Python代写：CSC108H Poetry Forms.html,0,HTTP 403
newdata\img\Python代写：CSC108H Social Network\220px-Moreno_Sociogram_2nd_Grade.png,Python代写：CSC108H Social Network.html,0,HTTP 403
newdata\img\Python代写：CSC108H Tweet Analyser\100px-Twitter_bird_logo_2012.svg.png,Python代写：CSC108H Tweet Analyser.html,0,HTTP 403
newdata\img\Python代写：CSC108H Wordlock\220px-WordLock_word_lock_combination_lock_8286729624_o.jpg,Python代写：CSC108H Wordlock.html,0,HTTP 403
newdata\img\Python代写：CSC108H Working With arxiv Metadata\600px-ArXiv-org_screenshot_20140706.png,Python代写：CSC108H Working With arxiv Metadata.html,0,HTTP 403
newdata\img\Python代写：CSC108Y Bank Account Management System\200px-Ledger.png,Python代写：CSC108Y Bank Account Management System.html,0,HTTP 403
newdata\img\Python代写：CSC108Y OOP\400px-Levenshtein_distance_animation.gif,Python代写：CSC108Y OOP.html,0,HTTP 403
newdata\img\Python代写：CSC120 Simple Class\220px-Python_3._The_standard_type_hierarchy.png,Python代写：CSC120 Simple Class.html,0,HTTP 403
newdata\img\Python代写：CSC148 A Treemap Visualiser\220px-2012_Singapore_Products_Export_Treemap.png,Python代写：CSC148 A Treemap Visualiser.html,0,HTTP 403
newdata\img\Python代写：CSC148H Blocky\220px-Toyblocks.JPG,Python代写：CSC148H Blocky.html,0,HTTP 403
newdata\img\Python代写：CSC384 Sokoban Puzzle\Sokoban_ani.gif,Python代写：CSC384 Sokoban Puzzle.html,1,
newdata\img\Python代写：CSCA08 Airports and Routes\openflights-logo.png,Python代写：CSCA08 Airports and Routes.html,1,
newdata\img\Python代写：CSCA08H The Flights\450_1000.jpg,Python代写：CSCA08H The Flights.html,1,
"newdata\img\Python代写：CSCI0479 List Comprehensions, Classes, CSV, Tabular Data\Sample-CSV-file_Q320.jpg","Python代写：CSCI0479 List Comprehensions, Classes, CSV, Tabular Data.html",0,HTTP 403
newdata\img\Python代写：CSCI4144 ETL and OLAP\220px-Conventional_ETL_Diagram.jpg,Python代写：CSCI4144 ETL and OLAP.html,0,HTTP 403
newdata\img\Python代写：CSCI4145 Docker Assignment\220px-Docker-linux-interfaces.svg.png,Python代写：CSCI4145 Docker Assignment.html,0,HTTP 403
newdata\img\Python代写：CSCI561 Checkers\250px-CheckersStandard.jpg,Python代写：CSCI561 Checkers.html,1,
newdata\img\Python代写：CSCI561 Halma\200px-Halma_2_jugadores.svg.png,Python代写：CSCI561 Halma.html,0,HTTP 403
newdata\img\Python代写：CSE107 Contact\250px-Social_Network_Diagram_%28segment%29.svg.png,Python代写：CSE107 Contact.html,1,
newdata\img\Python代写：CSE6242 Argo Lite SQLite\220px-SQLite370.svg.png,Python代写：CSE6242 Argo Lite SQLite.html,0,HTTP 403
newdata\img\Python代写：CSE6242 Collect data from TMDb to build a co-actor network\220px-SQLite370.svg.png,Python代写：CSE6242 Collect data from TMDb to build a co-actor network.html,0,HTTP 403
newdata\img\Python代写：CSE6242 End to end Analysis of TMDb data\220px-SQLite370.svg.png,Python代写：CSE6242 End to end Analysis of TMDb data.html,0,HTTP 403
newdata\img\Python代写：CSSE1001 Pokemon Gotta Find Them All\Bulbasaur_pokemon_red.png,Python代写：CSSE1001 Pokemon Gotta Find Them All.html,0,HTTP 403
newdata\img\Python代写：DS2000 Written\220px-Singly_linked_list.png,Python代写：DS2000 Written.html,0,HTTP 403
newdata\img\Python代写：ECE326 Optimal Strategy Calculator\250px-Blackjack_game_1.JPG,Python代写：ECE326 Optimal Strategy Calculator.html,1,
newdata\img\Python代写：ECE421 Unsupervised Learning and Probabilistic Models\220px-Kernel_Machine.svg.png,Python代写：ECE421 Unsupervised Learning and Probabilistic Models.html,0,HTTP 403
newdata\img\Python代写：ECS32B Battleship\220px-Battleship_game_board.svg.png,Python代写：ECS32B Battleship.html,0,HTTP 403
newdata\img\Python代写：FC308 Assessment System\190698033.Def.S.png,Python代写：FC308 Assessment System.html,0,"HTTPSConnectionPool(host='shop.ascd.org', port=443): Max retries exceeded with url: /ProductImages/190698033.Def.S.png (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:997)')))"
newdata\img\Python代写：FIT1008 Pokemon\season13_ep25_ss01.jpg,Python代写：FIT1008 Pokemon.html,1,
newdata\img\Python代写：FIT1054 Mountain Climber\mountain-climber-picture__k1679054.jpg,Python代写：FIT1054 Mountain Climber.html,1,
newdata\img\Python代写：FIT5047 Plan Path\AstarExampleEn.gif,Python代写：FIT5047 Plan Path.html,1,
newdata\img\Python代写：FIT9136 Simulating An Inventory System\220px-Child_with_umbrella%2C_1968.jpg,Python代写：FIT9136 Simulating An Inventory System.html,0,HTTP 403
newdata\img\Python代写：FNCE30012 Foundations of Fintech\250px-Philippine-stock-market-board.jpg,Python代写：FNCE30012 Foundations of Fintech.html,1,
newdata\img\Python代写：IAE101 Digital Intelligence\dq-8-areas-simple_orig.jpg,Python代写：IAE101 Digital Intelligence.html,1,
newdata\img\Python代写：INFO3012 Forecasting of Sales\100px-P_Society.png,Python代写：INFO3012 Forecasting of Sales.html,0,HTTP 403
newdata\img\Python代写：ITI1120 14 Programming Questions\440px-Sator_Square_at_Opp%C3%A8de.jpg,Python代写：ITI1120 14 Programming Questions.html,0,HTTP 403
newdata\img\Python代写：MCD4710 Minesweeper Part2\119px-Firefox_Multiple_mines.png,Python代写：MCD4710 Minesweeper Part2.html,0,HTTP 403
newdata\img\Python代写：MCD4710 Minesweeper\220px-Tentaizu_puzzle.png,Python代写：MCD4710 Minesweeper.html,0,HTTP 403
newdata\img\Python代写：PSY4219 Gaussians Filter\Gaussian_kernel.png,Python代写：PSY4219 Gaussians Filter.html,1,
newdata\img\Python代写：SENG265 Process Cal2\64px-Official_YAML_Logo.svg.png,Python代写：SENG265 Process Cal2.html,0,HTTP 403
newdata\img\Python代写：UFCFW4302 Design and Analysis Data Structure\220px-FarmSanctuary.JPG,Python代写：UFCFW4302 Design and Analysis Data Structure.html,0,HTTP 403
newdata\img\R代写：CS106 R Script\300px-R_Terminal.png,R代写：CS106 R Script.html,0,HTTP 403
newdata\img\R代写：ECE590 Toward More Reliable Software\Laplace-trend-test-for-the-second-data-set_Q320.jpg,R代写：ECE590 Toward More Reliable Software.html,0,HTTP 403
newdata\img\R代写：STAT318 Statistical Analysis\300px-R_Terminal.png,R代写：STAT318 Statistical Analysis.html,0,HTTP 403
newdata\img\R代写：STAT605 Large Scale Distributed Computing At CHTC\illu-r-language.png,R代写：STAT605 Large Scale Distributed Computing At CHTC.html,1,
newdata\img\Security代写：COMP3355 Cyber Security\250px-Diffie-Hellman_Key_Exchange.svg.png,Security代写：COMP3355 Cyber Security.html,1,
newdata\img\Security代写：COMS3000 Auric Enterprises Threat and Vulnerability Analysis\220px-2010-T10-ArchitectureDiagram.png,Security代写：COMS3000 Auric Enterprises Threat and Vulnerability Analysis.html,0,HTTP 403
newdata\img\Security代写：CS271 Substitution Cipher\300px-ROT13.png,Security代写：CS271 Substitution Cipher.html,0,HTTP 403
newdata\img\Security代写：CS4000 Hacking Salted Passwords with MPI\Open_MPI_logo.png,Security代写：CS4000 Hacking Salted Passwords with MPI.html,0,HTTP 403
newdata\img\Security代写：CS6262 Advanced Web Security\60b35cf8bf38cadc090a95bf_Cross-Site%20Scripting%20Work.png,Security代写：CS6262 Advanced Web Security.html,1,
newdata\img\Security代写：CS6262 Introduction to Penetration Testing\300px-Metasploit-Community.png,Security代写：CS6262 Introduction to Penetration Testing.html,0,HTTP 403
newdata\img\Security代写：CSC363 Creating a Secure On-Line Service\blog-mfa-how-it-works.jpg,Security代写：CSC363 Creating a Secure On-Line Service.html,1,
newdata\img\Security代写：CSE346 Buffer Overflow\image009.png,Security代写：CSE346 Buffer Overflow.html,1,
newdata\img\Security代写：CSI4109 Mandatory Access Control\access-control-model.PNG,Security代写：CSI4109 Mandatory Access Control.html,1,
newdata\img\Security代写：FIT5003 Vulnerabilities and Secure Coding\JumpToEsp.png,Security代写：FIT5003 Vulnerabilities and Secure Coding.html,0,HTTP 403
newdata\img\Security代写：NCC32 Smith and Jones Auctions Case Study\220px-Purchaseauction.svg.png,Security代写：NCC32 Smith and Jones Auctions Case Study.html,0,HTTP 403
newdata\img\Security代写：NCC32 Smith and Jones Auctions\220px-Purchaseauction.svg.png,Security代写：NCC32 Smith and Jones Auctions.html,0,HTTP 403
newdata\img\Security代写：TIC4303 Exploring Funcion Pointers\pointers-as-parameters-of-a-function.png,Security代写：TIC4303 Exploring Funcion Pointers.html,0,"HTTPSConnectionPool(host='www.tutorialcup.com', port=443): Read timed out. (read timeout=10)"
newdata\img\Security代写：TIC4303 Stack Overflow\Stack-buffer-overflow-attack_Q320.jpg,Security代写：TIC4303 Stack Overflow.html,0,HTTP 403
newdata\img\Shell代写：COIS3380H Kicking the Tires on Linux\Show-Shell-Script-Lines.png,Shell代写：COIS3380H Kicking the Tires on Linux.html,1,
newdata\img\Spark代写：DSCI553 Foundations and Applications of Data Mining\1-s2.0-B9780128001615000037-f03-06-9780128001615.jpg,Spark代写：DSCI553 Foundations and Applications of Data Mining.html,1,
newdata\img\SQL代写：CMPT454 Query Optimization\220px-SQLServer_QueryPlan.png,SQL代写：CMPT454 Query Optimization.html,0,HTTP 403
newdata\img\SQL代写：COMP9311 Database\220px-Postgresql_elephant.svg.png,SQL代写：COMP9311 Database.html,0,HTTP 403
newdata\img\SQL代写：COMP9311 SQL\postgresql-card.png,SQL代写：COMP9311 SQL.html,1,
newdata\img\SQL代写：CS4110 DM Data\b83ad563285f7b0ebb325226d91f25ca0bffa7cd,SQL代写：CS4110 DM Data.html,1,
newdata\img\SQL代写：CS420 Query Optimization\300px-Mysql-screenshot.PNG,SQL代写：CS420 Query Optimization.html,0,HTTP 403
newdata\img\SQL代写：CS4491 Spatial Analysis\b83ad563285f7b0ebb325226d91f25ca0bffa7cd,SQL代写：CS4491 Spatial Analysis.html,1,
newdata\img\SQL代写：CS9311 MyUNSW System\220px-Postgresql_elephant.svg.png,SQL代写：CS9311 MyUNSW System.html,0,HTTP 403
newdata\img\SQL代写：CS9311 MyUNSW\220px-Postgresql_elephant.svg.png,SQL代写：CS9311 MyUNSW.html,0,HTTP 403
newdata\img\SQL代写：CSE6242 End to End Analysis of TMBd Data\d3js-logo1.jpg,SQL代写：CSE6242 End to End Analysis of TMBd Data.html,0,HTTP 403
newdata\img\SQL代写：CSE6242 End to end analysis\200px-OpenRefine_favicon_%282018-present%29.svg.png,SQL代写：CSE6242 End to end analysis.html,0,HTTP 403
newdata\img\SQL代写：INFO20003 Phonemon Case Study\159px-Pok%C3%A9mon_Go_-_screenshot_of_map.png,SQL代写：INFO20003 Phonemon Case Study.html,0,HTTP 403
newdata\img\SQL代写：INFO330 Database\1009px-ER_Diagram_MMORPG.png,SQL代写：INFO330 Database.html,0,HTTP 403
newdata\img\SQL代写：INFS7900 Apply SQL Concepts\ddlydml.png,SQL代写：INFS7900 Apply SQL Concepts.html,1,
newdata\img\UML代写：CS6310 Star Search Simulation System\200px-Soyuz_TMA-7_spacecraft2edit1.jpg,UML代写：CS6310 Star Search Simulation System.html,0,HTTP 403
newdata\img\UML代写：NCC32 Analysis Design and Implementation\440px-Activity_conducting.svg.png,UML代写：NCC32 Analysis Design and Implementation.html,0,HTTP 403
newdata\img\Web代写：CM2024 Blogging Tool\blogging-tools-grow-blog-main.png,Web代写：CM2024 Blogging Tool.html,1,
newdata\img\Web代写：COMP2116 Flight Selectin Website\92.-JavaScript-logo-277x300.png,Web代写：COMP2116 Flight Selectin Website.html,0,HTTP 403
newdata\img\Web代写：COMP30231 Service Oriented Architecture Principles\675px-SOA_Metamodel.svg.png,Web代写：COMP30231 Service Oriented Architecture Principles.html,0,HTTP 403
newdata\img\Web代写：CS3309 Website\CRUD-300x159.png,Web代写：CS3309 Website.html,1,
newdata\img\Web代写：CS418 Terrain MP\Animated_fractal_mountain.gif,Web代写：CS418 Terrain MP.html,1,
newdata\img\Web代写：CS4288 Web based System Architecture\how-to-play-card-games-knock.jpg,Web代写：CS4288 Web based System Architecture.html,1,
newdata\img\Web代写：CSE383 MapQuest\220px-Mapquest_logo_%28since_2010%29.svg.png,Web代写：CSE383 MapQuest.html,0,HTTP 403
newdata\img\Web代写：ECSE429 Non Functional Testing of Rest API\220px-Database_management_system_diagram_from_1978_workshop.png,Web代写：ECSE429 Non Functional Testing of Rest API.html,0,HTTP 403
